34.643000 29.214000
33.750000 28.917000
33.045000 28.682000
32.500000 28.500000
31.591000 27.864000
31.000000 27.500000
30.389000 26.833000
29.591000 25.864000
29.300000 25.000000
28.611000 24.167000
28.643000 23.929000
28.409000 23.136000
28.000000 22.500000
28.000000 21.500000
27.591000 20.864000
27.591000 20.136000
27.417000 19.667000
27.300000 19.000000
27.375000 18.375000
27.409000 17.864000
27.500000 17.500000
27.417000 16.667000
27.409000 15.864000
27.500000 15.500000
27.833000 14.833000
28.045000 14.318000
28.375000 13.375000
28.682000 12.955000
29.056000 12.611000
29.423000 11.885000
30.000000 11.500000
30.643000 10.786000
31.167000 10.389000
31.700000 10.100000
32.136000 9.591000
32.667000 9.417000
33.167000 9.389000
33.500000 9.000000
34.333000 8.583000
35.250000 8.500000
36.000000 8.300000
36.214000 8.071000
36.786000 7.929000
37.500000 8.000000
38.250000 7.750000
39.167000 7.389000
39.833000 7.389000
40.500000 7.000000
41.214000 6.929000
41.500000 6.500000
41.833000 6.389000
42.500000 6.500000
42.625000 6.375000
43.000000 6.500000
43.500000 6.500000
43.833000 6.500000
44.375000 6.625000
45.000000 7.500000
45.375000 7.625000
46.000000 8.000000
46.400000 8.300000
47.045000 8.682000
47.500000 9.000000
48.167000 9.500000
48.500000 10.000000
49.375000 10.625000
49.409000 11.136000
49.591000 11.864000
50.000000 12.500000
50.250000 13.250000
50.591000 14.136000
50.700000 15.000000
50.500000 16.000000
50.500000 17.000000
50.611000 17.833000
50.500000 18.000000
