1 0.007125 0.000000 -4.944160
2 0.017458 0.693147 -4.047955
3 0.027823 1.098612 -3.581905
4 0.038152 1.386294 -3.266175
5 0.048547 1.609438 -3.025232
6 0.059191 1.791759 -2.826993
7 0.069892 1.945910 -2.660809
8 0.080490 2.079442 -2.519625
9 0.090925 2.197225 -2.397726
10 0.101402 2.302585 -2.288661
11 0.111765 2.397895 -2.191358
12 0.122176 2.484907 -2.102293
13 0.132438 2.564949 -2.021640
14 0.142449 2.639057 -1.948774
15 0.152422 2.708050 -1.881101
16 0.162139 2.772589 -1.819299
17 0.172012 2.833213 -1.760191
18 0.181927 2.890372 -1.704152
19 0.191560 2.944439 -1.652556
20 0.201025 2.995732 -1.604328
21 0.210571 3.044522 -1.557933
22 0.220172 3.091042 -1.513348
23 0.229943 3.135494 -1.469923
24 0.239941 3.178054 -1.427361
25 0.249699 3.218876 -1.387498
26 0.259156 3.258097 -1.350325
27 0.268626 3.295837 -1.314435
28 0.278228 3.332205 -1.279314
29 0.287746 3.367296 -1.245678
30 0.297154 3.401197 -1.213503
31 0.306652 3.433987 -1.182040
32 0.316175 3.465736 -1.151460
33 0.325445 3.496508 -1.122562
34 0.334248 3.526361 -1.095871
35 0.343132 3.555348 -1.069639
36 0.351949 3.583519 -1.044269
37 0.360599 3.610918 -1.019988
38 0.369167 3.637586 -0.996507
39 0.377696 3.663562 -0.973667
40 0.386331 3.688879 -0.951060
41 0.395110 3.713572 -0.928590
42 0.404025 3.737670 -0.906280
43 0.413051 3.761200 -0.884184
44 0.422085 3.784190 -0.862549
45 0.431362 3.806662 -0.840809
46 0.441089 3.828641 -0.818510
47 0.451143 3.850148 -0.795970
48 0.461392 3.871201 -0.773507
49 0.471497 3.891820 -0.751843
50 0.481677 3.912023 -0.730482
51 0.492075 3.931826 -0.709124
52 0.502515 3.951244 -0.688129
53 0.513045 3.970292 -0.667391
54 0.523391 3.988984 -0.647426
55 0.533809 4.007333 -0.627718
56 0.544313 4.025352 -0.608230
57 0.554738 4.043051 -0.589259
58 0.565321 4.060443 -0.570362
59 0.575635 4.077537 -0.552282
60 0.586301 4.094345 -0.533922
61 0.597208 4.110874 -0.515490
62 0.608136 4.127134 -0.497356
63 0.619075 4.143135 -0.479529
64 0.629981 4.158883 -0.462065
65 0.640738 4.174387 -0.445134
66 0.651615 4.189655 -0.428301
67 0.662708 4.204693 -0.411421
68 0.673628 4.219508 -0.395077
69 0.684396 4.234107 -0.379218
70 0.695026 4.248495 -0.363807
71 0.705236 4.262680 -0.349223
72 0.715388 4.276666 -0.334930
73 0.725328 4.290459 -0.321131
74 0.735169 4.304065 -0.307655
75 0.745219 4.317488 -0.294078
76 0.755616 4.330733 -0.280222
77 0.766352 4.343805 -0.266113
78 0.777149 4.356709 -0.252123
79 0.787882 4.369448 -0.238406
80 0.798792 4.382027 -0.224655
81 0.809906 4.394449 -0.210838
82 0.820830 4.406719 -0.197439
83 0.831721 4.418841 -0.184258
84 0.842617 4.430817 -0.171243
85 0.853295 4.442651 -0.158650
86 0.863873 4.454347 -0.146330
87 0.874367 4.465908 -0.134256
88 0.885110 4.477337 -0.122043
89 0.896200 4.488636 -0.109592
90 0.907655 4.499810 -0.096891
91 0.918877 4.510860 -0.084603
92 0.930102 4.521789 -0.072461
93 0.941514 4.532599 -0.060266
94 0.952682 4.543295 -0.048474
95 0.963680 4.553877 -0.036996
96 0.974530 4.564348 -0.025800
97 0.985343 4.574711 -0.014765
98 0.996207 4.584967 -0.003801
99 1.006894 4.595120 0.006870
100 1.017850 4.605170 0.017692
101 1.028987 4.615121 0.028575
102 1.040529 4.624973 0.039729
103 1.052053 4.634729 0.050743
104 1.063513 4.644391 0.061578
105 1.074881 4.653960 0.072210
106 1.086552 4.663439 0.083009
107 1.098195 4.672829 0.093668
108 1.109780 4.682131 0.104162
109 1.121202 4.691348 0.114401
110 1.132452 4.700480 0.124385
111 1.143611 4.709530 0.134191
112 1.154519 4.718499 0.143684
113 1.165347 4.727388 0.153019
114 1.176138 4.736198 0.162237
115 1.186828 4.744932 0.171284
116 1.197364 4.753590 0.180123
117 1.207758 4.762174 0.188766
118 1.218226 4.770685 0.197396
119 1.228606 4.779123 0.205881
120 1.238895 4.787492 0.214220
121 1.249266 4.795791 0.222556
122 1.259810 4.804021 0.230961
123 1.270386 4.812184 0.239321
124 1.280891 4.820282 0.247556
125 1.291408 4.828314 0.255733
126 1.301901 4.836282 0.263825
127 1.312454 4.844187 0.271899
128 1.322982 4.852030 0.279888
129 1.333665 4.859812 0.287930
130 1.344693 4.867534 0.296166
131 1.356136 4.875197 0.304639
132 1.367909 4.882802 0.313283
133 1.379583 4.890349 0.321782
134 1.391419 4.897840 0.330324
135 1.403579 4.905275 0.339025
136 1.415912 4.912655 0.347774
137 1.428194 4.919981 0.356411
138 1.440395 4.927254 0.364918
139 1.452577 4.934474 0.373339
140 1.464599 4.941642 0.381582
141 1.476396 4.948760 0.389604
142 1.487872 4.955827 0.397347
143 1.499412 4.962845 0.405073
144 1.511116 4.969813 0.412848
145 1.522661 4.976734 0.420460
146 1.534183 4.983607 0.427998
147 1.545569 4.990433 0.435392
148 1.557073 4.997212 0.442808
149 1.568602 5.003946 0.450185
150 1.580435 5.010635 0.457700
151 1.592478 5.017280 0.465291
152 1.604564 5.023881 0.472852
153 1.616913 5.030438 0.480518
154 1.629394 5.036953 0.488208
155 1.641845 5.043425 0.495820
156 1.654235 5.049856 0.503339
157 1.666646 5.056246 0.510813
158 1.679236 5.062595 0.518339
159 1.691855 5.068904 0.525826
160 1.704481 5.075174 0.533261
161 1.716979 5.081404 0.540566
162 1.729250 5.087596 0.547688
163 1.741536 5.093750 0.554768
164 1.753972 5.099866 0.561883
165 1.766373 5.105945 0.568928
166 1.778450 5.111988 0.575742
167 1.790390 5.117994 0.582433
168 1.802497 5.123964 0.589173
169 1.814779 5.129899 0.595964
170 1.827045 5.135798 0.602700
171 1.839581 5.141664 0.609538
172 1.852279 5.147494 0.616417
173 1.864881 5.153292 0.623197
174 1.877651 5.159055 0.630022
175 1.890611 5.164786 0.636900
176 1.903843 5.170484 0.643874
177 1.917187 5.176150 0.650859
178 1.930211 5.181784 0.657629
179 1.943461 5.187386 0.664470
180 1.956946 5.192957 0.671385
181 1.970517 5.198497 0.678296
182 1.983655 5.204007 0.684941
183 1.996643 5.209486 0.691467
184 2.009412 5.214936 0.697842
185 2.022436 5.220356 0.704303
186 2.035466 5.225747 0.710725
187 2.048578 5.231109 0.717146
188 2.061757 5.236442 0.723559
189 2.074773 5.241747 0.729852
190 2.087957 5.247024 0.736186
191 2.101425 5.252273 0.742616
192 2.114771 5.257495 0.748947
193 2.127949 5.262690 0.755159
194 2.141235 5.267858 0.761383
195 2.155086 5.273000 0.767831
196 2.169129 5.278115 0.774326
197 2.183218 5.283204 0.780800
198 2.197256 5.288267 0.787209
199 2.211371 5.293305 0.793613
200 2.225666 5.298317 0.800056
201 2.240089 5.303305 0.806516
202 2.254653 5.308268 0.812996
203 2.269235 5.313206 0.819443
204 2.283478 5.318120 0.825700
205 2.297527 5.323010 0.831833
206 2.311467 5.327876 0.837882
207 2.325487 5.332719 0.843929
208 2.339668 5.337538 0.850009
209 2.353934 5.342334 0.856088
210 2.368309 5.347108 0.862176
211 2.382732 5.351858 0.868248
212 2.397110 5.356586 0.874264
213 2.411212 5.361292 0.880129
214 2.425143 5.365976 0.885890
215 2.438899 5.370638 0.891547
216 2.452888 5.375278 0.897266
217 2.467176 5.379897 0.903074
218 2.481668 5.384495 0.908931
219 2.496093 5.389072 0.914727
220 2.510582 5.393628 0.920515
221 2.525413 5.398163 0.926405
222 2.540603 5.402677 0.932402
223 2.555679 5.407172 0.938318
224 2.570610 5.411646 0.944143
225 2.585433 5.416100 0.949893
226 2.600298 5.420535 0.955626
227 2.615069 5.424950 0.961291
228 2.629946 5.429346 0.966963
229 2.644876 5.433722 0.972624
230 2.659710 5.438079 0.978217
231 2.674613 5.442418 0.983805
232 2.689707 5.446737 0.989432
233 2.704874 5.451038 0.995055
234 2.720107 5.455321 1.000671
235 2.735435 5.459586 1.006291
236 2.750881 5.463832 1.011921
237 2.766378 5.468060 1.017539
238 2.781856 5.472271 1.023118
239 2.797327 5.476464 1.028664
240 2.812803 5.480639 1.034182
241 2.827977 5.484797 1.039561
242 2.842937 5.488938 1.044838
243 2.858014 5.493061 1.050127
244 2.873129 5.497168 1.055402
245 2.888399 5.501258 1.060702
246 2.903653 5.505332 1.065969
247 2.918723 5.509388 1.071146
248 2.933818 5.513429 1.076305
249 2.948986 5.517453 1.081461
250 2.964103 5.521461 1.086574
251 2.979071 5.525453 1.091611
252 2.994068 5.529429 1.096633
253 3.008987 5.533389 1.101603
254 3.024151 5.537334 1.106631
255 3.039561 5.541264 1.111713
256 3.055017 5.545177 1.116785
257 3.070316 5.549076 1.121780
258 3.085320 5.552960 1.126655
259 3.100205 5.556828 1.131468
260 3.115365 5.560682 1.136346
261 3.130803 5.564520 1.141290
262 3.146395 5.568345 1.146257
263 3.162170 5.572154 1.151258
264 3.177759 5.575949 1.156176
265 3.193229 5.579730 1.161033
266 3.208621 5.583496 1.165841
267 3.223877 5.587249 1.170585
268 3.239231 5.590987 1.175336
269 3.254477 5.594711 1.180032
270 3.269760 5.598422 1.184717
271 3.284864 5.602119 1.189325
272 3.300275 5.605802 1.194006
273 3.316116 5.609472 1.198794
274 3.331965 5.613128 1.203562
275 3.348027 5.616771 1.208371
276 3.364019 5.620401 1.213136
277 3.379691 5.624018 1.217784
278 3.395657 5.627621 1.222497
279 3.411596 5.631212 1.227180
280 3.427145 5.634790 1.231727
281 3.442601 5.638355 1.236227
282 3.457838 5.641907 1.240644
283 3.472998 5.645447 1.245018
284 3.488354 5.648974 1.249430
285 3.503690 5.652489 1.253817
286 3.519086 5.655992 1.258201
287 3.534642 5.659482 1.262612
288 3.550251 5.662960 1.267018
289 3.565839 5.666427 1.271399
290 3.581359 5.669881 1.275742
291 3.596624 5.673323 1.279995
292 3.611749 5.676754 1.284192
293 3.626485 5.680173 1.288264
294 3.640987 5.683580 1.292255
295 3.655360 5.686975 1.296195
296 3.669687 5.690359 1.300106
297 3.683568 5.693732 1.303882
298 3.697267 5.697093 1.307594
299 3.711062 5.700444 1.311318
300 3.724974 5.703782 1.315060
301 3.738819 5.707110 1.318770
302 3.752636 5.710427 1.322459
303 3.766392 5.713733 1.326118
304 3.780274 5.717028 1.329797
305 3.794154 5.720312 1.333461
306 3.808037 5.723585 1.337114
307 3.822041 5.726848 1.340784
308 3.836512 5.730100 1.344564
309 3.851118 5.733341 1.348363
310 3.865669 5.736572 1.352135
311 3.879569 5.739793 1.355724
312 3.893055 5.743003 1.359194
313 3.906648 5.746203 1.362680
314 3.920270 5.749393 1.366160
315 3.934201 5.752573 1.369708
316 3.947940 5.755742 1.373194
317 3.961568 5.758902 1.376640
318 3.975179 5.762051 1.380070
319 3.988665 5.765191 1.383456
320 4.002422 5.768321 1.386900
321 4.016092 5.771441 1.390309
322 4.029619 5.774552 1.393672
323 4.042881 5.777652 1.396958
324 4.055819 5.780744 1.400153
325 4.068718 5.783825 1.403328
326 4.081625 5.786897 1.406495
327 4.094522 5.789960 1.409650
328 4.107292 5.793014 1.412764
329 4.120274 5.796058 1.415920
330 4.133478 5.799093 1.419119
331 4.146545 5.802118 1.422276
332 4.159608 5.805135 1.425421
333 4.172263 5.808142 1.428459
334 4.184919 5.811141 1.431487
335 4.197996 5.814131 1.434607
336 4.211159 5.817111 1.437738
337 4.224323 5.820083 1.440859
338 4.237588 5.823046 1.443994
339 4.250789 5.826000 1.447105
340 4.263902 5.828946 1.450185
341 4.276914 5.831882 1.453232
342 4.290180 5.834811 1.456329
343 4.303547 5.837730 1.459440
344 4.317075 5.840642 1.462578
345 4.330582 5.843544 1.465702
346 4.344578 5.846439 1.468929
347 4.358650 5.849325 1.472162
348 4.372527 5.852202 1.475341
349 4.386321 5.855072 1.478491
350 4.400264 5.857933 1.481665
351 4.414489 5.860786 1.484892
352 4.428999 5.863631 1.488174
353 4.443532 5.866468 1.491449
354 4.457956 5.869297 1.494690
355 4.472039 5.872118 1.497844
356 4.485576 5.874931 1.500867
357 4.499133 5.877736 1.503885
358 4.512798 5.880533 1.506917
359 4.526366 5.883322 1.509919
360 4.539889 5.886104 1.512903
361 4.553388 5.888878 1.515871
362 4.566954 5.891644 1.518846
363 4.580546 5.894403 1.521818
364 4.594441 5.897154 1.524847
365 4.608308 5.899897 1.527861
366 4.622086 5.902633 1.530846
367 4.635756 5.905362 1.533799
368 4.648943 5.908083 1.536640
369 4.662030 5.910797 1.539451
370 4.675170 5.913503 1.542266
371 4.688264 5.916202 1.545062
372 4.701413 5.918894 1.547863
373 4.714846 5.921578 1.550716
374 4.728365 5.924256 1.553580
375 4.742225 5.926926 1.556506
376 4.756261 5.929589 1.559462
377 4.770016 5.932245 1.562350
378 4.783500 5.934894 1.565172
379 4.796947 5.937536 1.567980
380 4.810584 5.940171 1.570818
381 4.824365 5.942799 1.573679
382 4.838030 5.945421 1.576508
383 4.851634 5.948035 1.579316
384 4.865389 5.950643 1.582147
385 4.879177 5.953243 1.584977
386 4.893200 5.955837 1.587847
387 4.907389 5.958425 1.590742
388 4.921669 5.961005 1.593648
389 4.936107 5.963579 1.596577
390 4.950244 5.966147 1.599437
391 4.964346 5.968708 1.602282
392 4.978617 5.971262 1.605152
393 4.992725 5.973810 1.607982
394 5.006827 5.976351 1.610802
395 5.021256 5.978886 1.613680
396 5.036258 5.981414 1.616663
397 5.051364 5.983936 1.619658
398 5.066515 5.986452 1.622653
399 5.081613 5.988961 1.625629
400 5.096899 5.991465 1.628632
401 5.111906 5.993961 1.631572
402 5.126910 5.996452 1.634503
403 5.142231 5.998937 1.637487
404 5.157591 6.001415 1.640470
405 5.173085 6.003887 1.643469
406 5.188864 6.006353 1.646515
407 5.205022 6.008813 1.649624
408 5.221200 6.011267 1.652727
409 5.237429 6.013715 1.655831
410 5.253613 6.016157 1.658916
411 5.270110 6.018593 1.662051
412 5.286670 6.021023 1.665189
413 5.303255 6.023448 1.668321
414 5.319945 6.025866 1.671463
415 5.336559 6.028279 1.674581
416 5.352883 6.030685 1.677635
417 5.369197 6.033086 1.680678
418 5.385567 6.035481 1.683723
419 5.401714 6.037871 1.686716
420 5.417819 6.040255 1.689693
421 5.433700 6.042633 1.692620
422 5.449134 6.045005 1.695457
423 5.464160 6.047372 1.698210
424 5.479179 6.049733 1.700955
425 5.494127 6.052089 1.703680
426 5.508779 6.054439 1.706343
427 5.523331 6.056784 1.708981
428 5.537605 6.059123 1.711562
429 5.551702 6.061457 1.714105
430 5.565895 6.063785 1.716658
431 5.580091 6.066108 1.719205
432 5.594241 6.068426 1.721738
433 5.608142 6.070738 1.724219
434 5.622376 6.073045 1.726754
435 5.636577 6.075346 1.729277
436 5.650922 6.077642 1.731819
437 5.665308 6.079933 1.734361
438 5.679822 6.082219 1.736920
439 5.694445 6.084499 1.739491
440 5.708961 6.086775 1.742037
441 5.723342 6.089045 1.744553
442 5.737747 6.091310 1.747067
443 5.751929 6.093570 1.749535
444 5.766153 6.095825 1.752005
445 5.780308 6.098074 1.754457
446 5.794441 6.100319 1.756899
447 5.808816 6.102559 1.759377
448 5.823326 6.104793 1.761872
449 5.837675 6.107023 1.764333
450 5.851862 6.109248 1.766760
451 5.866046 6.111467 1.769181
452 5.880135 6.113682 1.771580
453 5.894244 6.115892 1.773976
454 5.908115 6.118097 1.776327
455 5.921679 6.120297 1.778620
456 5.935150 6.122493 1.780892
457 5.948839 6.124683 1.783196
458 5.962792 6.126869 1.785539
459 5.976769 6.129050 1.787880
460 5.990438 6.131226 1.790164
461 6.004133 6.133398 1.792448
462 6.017960 6.135565 1.794748
463 6.032019 6.137727 1.797082
